Dev positive
Dev negative
this "foreign intelligence" is reported to the agencies that have requested it.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_34019358.wav
limestone is a very porous rock, yet very hard and resistant to erosion.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19983062.wav
miller first gained public attention via his short comedy skits on vine.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_31426764.wav
krukow played college baseball for the cal poly mustangs in san luis obispo, california.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_28685960.wav
wearing his new sandals, he descended the stairs silently.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_581752.wav
here's some cigars the boss sent up.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_111681.wav
i have an iphone; my girlfriend prefers android	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_18515993.wav
conway appeared on the pandoras' debut album, "it's about time", on greg shaw's bomp!	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19665184.wav
he was also membership secretary of the eisteddfod court for much of his life.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_32126048.wav
a man's house is his castle	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_1729825.wav
christian schools were the first victim of japanese colonization.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_31524893.wav
got to be a sergeant.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_564432.wav
so he could not be hasty, nor impatient.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_121136.wav
he accomplished the task in extremely hostile weather in high altitude.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_32677891.wav
the metre is trochaic.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_23388481.wav
we sang the narrative.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19104631.wav
slovakia has common borders with ukraine, hungary, poland and the czech republic.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_17264205.wav
this was the first time that there was unfiltered access to all data.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_32643450.wav
interment was in calvary cemetery, long island city.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_26959160.wav
it must however be realized that this rule of thumb is unevenly applied.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19557570.wav
it's a direct line to both my office and my apartment.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_684375.wav
the two have teamed up frequently, working for many combos of big name leaders.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19770418.wav
countermeasures to the outbreak have included vaccination campaigns at both state and federal levels.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_32333075.wav
the owner, sir handel brown, thought he would have to sell the railway.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19954852.wav
a woman, playing music, smiles as a crowd surrounds her.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_643324.wav
it is presented to individual scientists, who receive a medal.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_24778389.wav
with the barges working on the new york state canal system with five tugboats.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_32408793.wav
keaton was raised in a roman catholic family.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_29487761.wav
what do they look like?	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_603844.wav
there were no reported injuries to persons onboard or on the ground.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_32651096.wav
the census has been under some criticism and scholars regularly use corrections.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_27881596.wav
it was her first performance on stage.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_30377978.wav
libyan rocket artillery on the coast fired an inaccurate salvo of rockets at "liverpool".	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_22308315.wav
the manuscript is in good condition, and musical pieces are complete.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_25021571.wav
the marsh is alluvial soil over clay.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_31924241.wav
the award is presented during maths week ireland.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_32702965.wav
i was hoping you might know a thing or two about my surly shadow?	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_17291686.wav
turkey and bear are the featured species in the area.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_31000420.wav
manufacturing and processing activities are dominated by micro-industry enterprises.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19003233.wav
this causes the cell to lose the ability to initiate transcription.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_26965226.wav
frolov is the nearest rural locality.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_30094886.wav
a woman travels by a large octopus sand sculpture on the beach.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_126982.wav
hackney road is part of the city ring route, adelaide.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19691900.wav
there is ample freshwater fishing in rice's creek and hunting in the area.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19714335.wav
this situation was to have serious consequences in south korea.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_23947861.wav
compared to amines, amides are very weak bases.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_26956965.wav
he does not wear shoes, except in winter time.	1	0	/home/eric/workspace/howl/datasets/hey_howard/negative/audio/common_voice_en_19684366.wav
Test positive
hey howard	0	1	datasets/hey_howard/positive/audio/test_0.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_1.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_2.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_3.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_4.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_5.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_6.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_7.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_9.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_10.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_11.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_12.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_14.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_16.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_19.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_20.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_23.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_24.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_25.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_26.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_27.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_29.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_32.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_36.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_37.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_38.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_39.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_41.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_42.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_44.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_45.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_47.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_50.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_51.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_52.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_53.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_54.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_55.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_56.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_59.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_60.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_61.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_62.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_63.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_64.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_66.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_67.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_68.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_69.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_70.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_72.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_73.wav
hey howard	0	1	datasets/hey_howard/positive/audio/test_74.wav
