Dev positive
howard stop	0	1	datasets/howard_stop/positive/audio/dev_1.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_5.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_14.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_15.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_17.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_18.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_21.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_25.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_29.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_31.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_34.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_39.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_41.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_44.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_46.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_49.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_56.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_60.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_76.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_90.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_91.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_95.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_101.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_102.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_105.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_112.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_115.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_116.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_118.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_122.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_125.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_127.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_129.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_134.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_136.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_137.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_139.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_140.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_141.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_147.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_173.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_175.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_180.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_181.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_183.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_187.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_189.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_191.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_197.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_200.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_202.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_204.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_205.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_212.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_214.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_218.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_232.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_237.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_239.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_240.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_243.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_250.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_262.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_263.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_267.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_269.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_271.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_276.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_277.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_283.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_285.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_293.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_299.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_308.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_312.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_313.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_315.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_319.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_320.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_324.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_335.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_340.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_345.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_350.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_353.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_355.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_356.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_357.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_360.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_361.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_362.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_370.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_374.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_377.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_379.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_381.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_386.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_389.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_397.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_402.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_407.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_412.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_413.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_416.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_417.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_424.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_434.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_442.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_447.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_450.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_452.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_457.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_458.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_461.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_464.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_469.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_473.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_477.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_484.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_488.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_490.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_492.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_495.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_496.wav
howard stop	0	1	datasets/howard_stop/positive/audio/dev_497.wav
