Dev positive
Dev negative
they have rivalries with warrington, leeds, bradford, halifax and wakefield trinity.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_19946710.wav
krukow played college baseball for the cal poly mustangs in san luis obispo, california.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_28685960.wav
piers courage was the eldest son and heir to the courage brewing dynasty.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_36978012.wav
three or four hours were not a long time after years.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_18661523.wav
however, the restriction is that she must finish before the four seasons end.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_20029476.wav
ah, how might one go about getting such a pass?	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_17273408.wav
the sound recordings of his drumming were not used for any release.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_28237369.wav
a man's house is his castle	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_1729825.wav
he has also published numerous literary research and studies in arabic literature and poetry.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_33047622.wav
to the southwest is einthoven.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_22729477.wav
surely when you explain the circumstances of our untimely call she'll understand.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_17277682.wav
mcdull tries very hard to fulfill his mother's wishes, but always fails.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_20659776.wav
a snappy chill descends upon howick when snow falls on the nearby drakensberg.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_23564370.wav
spence however quietly left the show later stating i loved playing vera.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_20297389.wav
he wrote numerous philosophical and psychology books.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_31184732.wav
how about that newt bloke?	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_18452249.wav
we sang the narrative.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_19104631.wav
poland is the home to the poland seminary high school bulldogs.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_27384812.wav
i started to run like crazy and made for the first group of trees.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_119705.wav
justine offered him room and board in exchange for resort work.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_32799036.wav
the basic units for organising government and public services in finland are the municipalities.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_26950384.wav
the scanning takes a little under seven hours per plate to complete.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_24535751.wav
i want my husband to wander as free as the wind that shapes the dunes.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_635233.wav
gilstrap graduated from oklahoma state university and cumberland university.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_30700329.wav
in yeast and plant cells, this process is carried out exclusively in peroxisomes.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_19955523.wav
adults are dark brown to black in color with shiny dorsum.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_32761826.wav
however, during the chorus, e replaces the words "my girl" with "my beloved monster".	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_20311348.wav
how is the weather, ubuntu?	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_591564.wav
olive’s reaction to them is of her time.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_32371484.wav
i prefer sparkling water over still.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_665718.wav
the census has been under some criticism and scholars regularly use corrections.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_27881596.wav
calero was associated with the conservative party.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_36484931.wav
there were two rounded towers at the southernmost angles of the keep.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_32811965.wav
postcard penpal programs have been established to help children in language arts.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_26976597.wav
it is named after the nearby tretyakov gallery.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_20945907.wav
more widely, however, his legacy has tended to be unjustly neglected.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_26960029.wav
he takes the oath of office each march.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_669809.wav
the award is presented during maths week ireland.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_32702965.wav
however the ministers and regent all renegade on their promises.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_31414467.wav
he preferred the social aspects of the position and entertained and travelled frequently.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_27018965.wav
note: in the lists below, unless otherwise stated, all acts are public acts.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_23717711.wav
he was known as a writer of parody and lightly humorous stories.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_20243601.wav
manuel held a variety of coaching positions over the next six years.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_29724885.wav
the current member of parliament is kate green of the labour party.	1	0	/home/eric/workspace/howl/datasets/howard/negative/audio/common_voice_en_19771745.wav
